@relation HTRU_2-weka.filters.unsupervised.attribute.ClassAssigner-Clast-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1-weka.filters.unsupervised.attribute.Standardize

@attribute Profile_mean numeric
@attribute Profile_stdev numeric
@attribute Profile_skewness numeric
@attribute Profile_kurtosis numeric
@attribute DM_mean numeric
@attribute DM_stdev numeric
@attribute DM_skewness numeric
@attribute DM_kurtosis numeric
@attribute class {0,1}

@data
0.90344,1.609886,-0.678662,-0.675569,-0.639,-1.066016,0.623178,0.521363,0
0.324799,-0.150452,-0.683675,-0.58723,-0.639706,-0.951324,0.60263,0.287751,0
1.141894,0.328624,-0.720084,-0.601912,-0.652173,-1.085361,0.912028,0.81645,0
1.116962,0.503709,-0.838639,-0.636119,-0.474427,-0.045774,-0.354199,-0.517999,0
0.299466,1.239311,-0.51568,-0.627048,-0.644911,-0.821975,0.908267,0.451063,0
0.925959,0.49809,-0.832878,-0.637281,-0.623769,-0.713942,0.550959,0.12536,0
1.057048,0.832341,-0.77266,-0.627463,-0.678116,-1.165954,2.03449,2.308161,0
0.673029,1.022632,-0.605327,-0.6315,-0.681768,-1.066573,2.076547,1.930693,0
1.304548,1.410602,-0.917114,-0.659114,-0.627098,-0.937198,0.485128,0.211377,0
0.695346,0.735743,-0.629186,-0.633145,-0.667566,-1.143744,1.490173,1.589631,0
0.815377,0.247524,-0.783878,-0.616174,-0.532707,-0.489678,-0.220668,-0.41901,0
0.17099,-0.33859,-0.687492,-0.542384,-0.655098,-1.117277,1.023505,1.040916,0
0.671823,0.663948,-0.658584,-0.627132,0.218968,1.696939,-0.860374,-0.67564,0
1.26112,0.514404,-0.869926,-0.662683,-0.568132,-0.45839,-0.014571,-0.325093,0
0.489464,0.137541,-0.66737,-0.616639,-0.671661,-1.081657,1.41667,1.242813,0
0.819197,0.618725,-0.77347,-0.649323,-0.362869,0.233709,-0.539769,-0.587922,0
0.066843,-0.000176,-0.545668,-0.566465,-0.671479,-1.197484,1.911087,2.531281,0
0.590998,0.803737,-0.717861,-0.645376,-0.446245,-0.072711,-0.454806,-0.556005,0
0.759282,-0.199486,-0.775153,-0.590057,-0.659113,-1.129271,1.213931,1.268782,0
0.554406,-0.13661,-0.676853,-0.570145,-0.502125,-0.092057,-0.218386,-0.452203,0
0.824626,0.954883,-0.672267,-0.626641,-0.62849,-0.758476,0.50488,0.094459,0
0.302079,-0.35198,-0.553278,-0.523089,-0.620643,-0.731459,0.406282,-0.002722,0
1.506611,0.440146,-0.859679,-0.638688,-0.63894,-0.963471,0.487274,0.175689,0
1.060667,1.147723,-0.739956,-0.658314,1.554902,2.07715,-1.123948,-0.700177,0
1.185925,0.874222,-0.750788,-0.649413,-0.618887,-0.870069,0.316075,-0.009597,0
0.884139,-0.043916,-0.738309,-0.592387,-0.600933,-0.747651,0.04746,-0.257278,0
0.946667,1.763637,-0.82565,-0.693646,-0.631536,-0.868001,0.528815,0.154621,0
0.642267,0.244551,-0.74211,-0.592577,-0.686407,-1.154234,2.573233,2.896071,0
1.222115,0.874078,-0.928955,-0.640077,-0.56557,-0.450544,-0.074392,-0.369188,0
1.762154,0.778995,-0.974413,-0.63694,-0.615276,-0.63767,0.288453,-0.126251,0
0.982657,1.061954,-0.88228,-0.672774,-0.634602,-0.913654,0.670635,0.318515,0
0.901832,2.038787,-0.773767,-0.693131,-0.623951,-0.959166,0.31258,0.068292,0
-0.042331,-0.301552,-0.458171,-0.517198,-0.628914,-0.842469,0.482913,0.099469,0
0.832266,0.745127,-0.81661,-0.666425,-0.63551,-0.844017,0.583104,0.179334,0
1.195174,0.079019,-0.873166,-0.58368,-0.638577,-0.796884,0.624731,0.195605,0
0.201953,0.157906,-0.679934,-0.563744,-0.675393,-1.096852,1.790367,1.774235,0
0.210599,-0.331899,-0.663967,-0.545855,-0.636176,-0.882279,0.430308,0.058981,0
0.579538,1.46402,-0.707264,-0.66333,-0.640574,-1.022457,0.645924,0.414704,0
1.647551,0.503094,-0.939508,-0.634256,0.297039,1.459506,-0.940026,-0.687406,0
1.040762,1.405199,-0.798634,-0.687053,-0.572287,-0.596318,0.005281,-0.275478,0
1.03091,0.688519,-0.815359,-0.621332,-0.682131,-1.241941,2.807063,4.227687,0
1.066899,0.895161,-0.89599,-0.644997,-0.648361,-0.910153,0.605396,0.189282,0
0.055785,-0.232365,-0.302204,-0.390762,-0.475496,-0.141807,-0.378535,-0.524091,0
0.862224,0.103306,-0.768805,-0.652458,-0.632444,-0.948062,0.469584,0.161407,0
0.402407,-0.297587,-0.923054,-0.556525,-0.480156,0.159809,-0.260195,-0.487352,0
0.535104,-0.282885,-0.637942,-0.541504,-0.648663,-0.955458,0.833356,0.478605,0
0.990297,3.125019,-0.863025,-0.735553,4.171252,-0.87512,-1.673896,-0.528546,0
0.171594,-0.579725,-0.680758,-0.504513,-0.657681,-0.997435,0.938841,0.580218,0
1.549838,1.300689,-0.958809,-0.674915,-0.653767,-1.044404,0.955908,0.713735,0
1.245438,1.064271,-0.811404,-0.657127,-0.645294,-0.855826,0.67474,0.245772,0
0.581749,0.016959,-0.736356,-0.612289,-0.688324,-1.225692,2.889479,3.908423,0
1.135259,1.184744,-0.898386,-0.663544,-0.484413,-0.090888,-0.307012,-0.492292,0
0.333444,0.155158,-0.633196,-0.591758,-0.548463,-0.274208,-0.111809,-0.402211,0
0.204567,-0.795099,-0.503052,-0.470041,-0.67628,-1.096556,1.604233,1.410425,0
0.512586,-0.04255,-0.714511,-0.598831,-0.639969,-1.041333,0.583809,0.413083,0
0.365613,-0.057628,-0.534309,-0.522793,-0.672205,-0.959487,1.527207,1.123893,0
0.543951,-0.121044,-0.730231,-0.612404,-0.663107,-1.132745,1.268664,1.323598,0
0.490872,0.786887,-0.601655,-0.631743,-0.625444,-0.757792,0.740089,0.304351,0
0.965768,1.562271,-0.803701,-0.690894,-0.596031,-0.574792,0.299594,-0.117566,0
0.348121,0.66848,-0.747098,-0.641083,-0.661332,-1.111954,1.232395,1.169045,0
0.629802,0.126276,-0.736232,-0.611537,-0.653,-0.942565,0.99295,0.658684,0
1.006783,0.82343,-0.842626,-0.655928,-0.660767,-1.04091,1.086407,0.819705,0
0.715251,0.349834,-0.789599,-0.606754,-0.490646,-0.051907,-0.263008,-0.475049,0
0.680066,-0.540554,-0.673497,-0.535077,-0.68207,-1.205598,2.276621,2.951321,0
0.131784,-1.325432,-0.404368,-0.281597,-0.657418,-0.945381,1.076541,0.700457,0
0.602659,1.02659,-0.723481,-0.66214,-0.642752,-0.963476,0.59927,0.25715,0
0.115901,0.191723,-0.54464,-0.537655,-0.681687,-1.09744,2.194325,2.242865,0
0.563855,1.420852,-0.685046,-0.662139,2.362639,2.180892,-1.322607,-0.701257,0
0.841716,0.357995,-0.828165,-0.625722,-0.645093,-1.053349,0.686626,0.513045,0
1.347575,0.808613,-0.892985,-0.659399,-0.469706,0.019681,-0.322553,-0.503784,0
1.726567,0.796947,-1.053601,-0.622608,-0.639121,-0.950729,0.619638,0.305012,0
0.711431,0.846338,-0.811314,-0.639123,-0.587074,-0.358191,0.116037,-0.279856,0
0.880721,0.541827,-0.766318,-0.635158,-0.656874,-1.032973,1.073093,0.798446,0
0.653929,0.676723,-0.690391,-0.632384,-0.677229,-1.198258,2.225966,2.893589,0
0.743399,0.319447,-0.795427,-0.641707,-0.637043,-1.005875,0.44425,0.222215,0
1.664842,0.260018,-0.900932,-0.637836,-0.641199,-0.977751,0.610356,0.294184,0
1.598292,-0.125899,-0.936329,-0.571061,-0.676321,-1.082103,1.55122,1.312715,0
1.286654,0.043298,-0.837868,-0.625183,-0.583383,-0.615618,0.179468,-0.1543,0
0.978836,1.577513,-0.769914,-0.673827,-0.681384,-1.12075,2.014291,1.984469,0
0.919726,-0.322231,-0.685418,-0.557761,-0.655058,-0.952903,0.892916,0.490598,0
0.734754,0.233868,-0.842491,-0.618684,-0.632424,-0.840731,0.594554,0.194822,0
0.487253,0.316527,-0.690161,-0.577015,-0.469948,-0.256148,-0.407757,-0.523355,0
0.155509,0.027798,-0.519777,-0.570683,-0.65647,-1.113564,1.053667,1.041689,0
0.514194,1.102521,-0.640823,-0.633179,-0.648078,-1.024097,0.764625,0.508514,0
0.896403,1.407921,-0.829711,-0.662894,-0.67279,-1.00865,1.633594,1.379604,0
1.531944,1.037754,-0.902981,-0.665802,-0.666254,-1.113676,1.439454,1.413543,0
1.238401,0.81139,-0.816321,-0.661743,-0.659052,-1.023015,0.8602,0.541573,0
0.975821,1.273801,-0.649705,-0.641296,-0.623426,-0.926188,0.349886,0.053691,0
1.268157,-0.515567,-0.761558,-0.520983,-0.646505,-1.02811,0.702029,0.461824,0
0.466142,0.93578,-0.619418,-0.649762,-0.388469,0.214458,-0.46777,-0.561805,0
0.313339,0.67202,-0.653444,-0.621542,-0.666053,-1.00847,1.100596,0.719078,0
0.915303,0.519149,-0.760856,-0.641466,-0.655361,-1.059195,0.839992,0.626109,0
0.800097,0.869993,-0.791545,-0.626222,-0.64592,-1.021337,0.608068,0.364745,0
0.683082,1.602118,-0.737299,-0.675125,-0.523387,-0.339233,-0.209722,-0.43668,0
0.634024,-0.227425,-0.70374,-0.56495,-0.626735,-0.853076,0.448026,0.101205,0
1.08801,0.332823,-0.775516,-0.626235,-0.65641,-1.056857,0.987592,0.792311,0
0.904848,0.164174,-0.841572,-0.629748,-0.610475,-0.663163,0.239996,-0.149075,0
0.769737,-0.011655,-0.700919,-0.598886,-0.646222,-1.032357,0.720336,0.482704,0
0.852975,1.296029,-0.701869,-0.676438,0.022804,1.062033,-0.827311,-0.667967,0
0.476999,-0.439903,-0.692657,-0.510311,-0.668171,-1.190085,1.783886,2.322541,0
0.554808,0.478764,-0.755482,-0.630456,-0.66809,-1.096582,1.427889,1.310022,0
0.555009,0.390053,-0.717901,-0.618771,-0.171001,0.897422,-0.695455,-0.641083,0
1.189745,1.049898,-0.85224,-0.648558,-0.582919,-0.493119,0.029182,-0.307479,0
1.158782,1.314938,-0.832453,-0.663284,-0.636297,-0.948817,0.790169,0.475981,0
0.982657,0.053006,-0.582428,-0.598357,-0.652799,-1.101851,0.966556,0.914832,0
1.105502,0.040243,-0.849381,-0.619404,-0.573013,-0.42497,-0.030482,-0.353589,0
0.543549,0.637879,-0.605763,-0.623551,-0.632605,-0.85243,0.334769,-0.038241,0
0.594818,0.52937,-0.639585,-0.609702,-0.627441,-0.781911,0.527357,0.11916,0
0.855187,0.732669,-0.813049,-0.634954,-0.673658,-1.009455,1.697638,1.443115,0
0.468554,0.495668,-0.711926,-0.64638,-0.657539,-1.051717,0.853479,0.616295,0
1.453129,0.678248,-0.748659,-0.624765,-0.631819,-0.785357,0.728116,0.275746,0
0.163149,0.138531,-0.50293,-0.573525,-0.617415,-0.731306,0.37974,-0.019376,0
1.45896,0.946987,-0.849547,-0.647224,-0.669764,-1.178215,1.736288,2.126097,0
1.52752,0.204649,-0.95457,-0.61742,-0.661271,-1.147149,1.316843,1.489435,0
0.948276,-0.075898,-0.617431,-0.578776,-0.674586,-1.18343,1.860721,2.283867,0
0.875292,0.420555,-0.737944,-0.606099,-0.544791,-0.314468,-0.151203,-0.417287,0
1.16401,0.299658,-0.932275,-0.639342,-0.637931,-1.025193,0.495659,0.297005,0
1.029503,1.00791,-0.908292,-0.660194,-0.689252,-1.223582,3.034955,4.096075,0
1.385172,0.891883,-0.906527,-0.64265,-0.477372,-0.015991,-0.286602,-0.486908,0
0.654733,0.3706,-0.725568,-0.593778,-0.677128,-1.155014,1.895257,2.077189,0
0.31173,-0.226764,-0.500775,-0.52763,-0.577351,-0.470791,0.045381,-0.296888,0
0.153699,-1.123968,-0.546785,-0.373369,-0.670955,-1.19838,1.874877,2.520766,0
0.241963,-0.019663,-0.632942,-0.527947,-0.617939,-0.906539,0.213871,-0.050969,0
1.821063,0.636126,-0.994118,-0.628915,-0.673375,-1.227352,2.393793,3.517342,0
0.144451,-0.210837,-0.475978,-0.528681,-0.642309,-0.965911,0.571748,0.234092,0
1.174867,1.147698,-0.895391,-0.661685,-0.667263,-0.995379,1.357039,1.045677,0
0.52103,1.051535,-0.767467,-0.670285,-0.65879,-0.909048,0.990817,0.545678,0
0.902234,0.719719,-0.774496,-0.649876,-0.644346,-1.034781,0.683965,0.456234,0
1.267152,0.503021,-0.897395,-0.611821,0.755153,1.536384,-1.101214,-0.70223,0
0.617739,1.425815,-0.653071,-0.655446,-0.656067,-1.083739,1.140084,1.017563,0
0.664384,0.273957,-0.816329,-0.626927,-0.636781,-0.998254,0.542983,0.281832,0
0.90907,0.890265,-0.686947,-0.639367,-0.583786,-0.631334,0.210119,-0.123009,0
0.838901,0.832695,-0.729544,-0.642293,-0.610637,-0.821667,0.352895,0.036815,0
1.438251,0.857146,-0.810813,-0.654148,-0.57382,-0.505363,0.000265,-0.308049,0
1.151142,0.409923,-0.771109,-0.64223,-0.620441,-0.747891,0.38909,-0.004611,0
-0.117124,0.616048,-0.164429,-0.461451,0.634921,1.98628,-0.985732,-0.691927,0
0.077901,-0.270429,-0.652208,-0.571002,-0.669119,-1.106843,1.237286,1.110436,0
0.598638,0.292396,-0.788519,-0.608412,-0.663612,-1.091219,1.030579,0.878493,0
1.142899,1.128497,-0.688286,-0.659089,-0.643398,-0.969369,0.669477,0.344667,0
0.941842,0.953721,-0.738863,-0.674259,-0.623023,-0.625361,0.39308,-0.058763,0
0.879514,0.994867,-0.699186,-0.630894,-0.603253,-0.763164,0.133949,-0.177388,0
1.03272,3.209882,-0.789648,-0.741154,0.970926,1.751381,-1.051472,-0.693578,0
1.213671,0.507099,-0.806792,-0.633482,-0.614288,-0.694446,0.252382,-0.130031,0
-0.240372,-0.935479,-0.334119,-0.335053,-0.57608,-0.554308,-0.068681,-0.359627,0
1.167227,1.349829,-0.845782,-0.673637,-0.667223,-1.027274,1.291423,0.973392,0
0.593009,1.015671,-0.705907,-0.663016,-0.686912,-1.190285,3.179838,4.251692,0
0.728521,0.655455,-0.660953,-0.628393,2.275269,2.495778,-1.280361,-0.703609,0
0.884943,0.409534,-0.79761,-0.617414,-0.695344,-1.305942,5.054148,9.326517,0
0.748224,0.119414,-0.71809,-0.635535,-0.654009,-0.957007,0.817078,0.422343,0
0.557421,-0.447064,-0.701362,-0.519463,-0.564985,-0.427916,-0.05328,-0.359314,0
0.732944,0.251801,-0.710223,-0.624517,-0.383687,0.14647,-0.535534,-0.587783,0
0.656542,-0.162668,-0.628018,-0.571349,-0.650459,-1.021917,0.815391,0.529436,0
0.48665,0.848345,-0.551533,-0.622643,-0.676583,-1.079597,1.741826,1.593521,0
0.778182,1.488757,-0.712404,-0.674285,-0.619815,-0.693085,0.382916,-0.036774,0
1.258506,0.188375,-0.771122,-0.617581,-0.66339,-1.169818,1.526634,1.867957,0
0.381095,0.285355,-0.625287,-0.616895,-0.669058,-0.994353,1.376955,1.031965,0
0.654532,-0.186075,-0.812313,-0.598721,-0.669502,-1.202876,1.913439,2.633704,0
1.117566,0.413379,-0.738975,-0.618903,-0.648986,-0.812868,0.843418,0.378453,0
0.598437,0.951055,-0.704674,-0.666427,-0.661574,-1.086259,1.11466,0.956286,0
1.001556,0.952956,-0.771218,-0.656199,-0.653807,-0.874534,0.927493,0.482862,0
1.231967,-0.345921,-0.841496,-0.598752,-0.636136,-0.999365,0.543574,0.304216,0
0.979842,1.154994,-0.802884,-0.645166,-0.641724,-0.750717,0.688959,0.210734,0
0.81015,1.069499,-0.719813,-0.662144,-0.674283,-1.160859,1.651747,1.844612,0
1.351797,0.469235,-0.877662,-0.648275,-0.068763,0.819733,-0.796937,-0.660676,0
0.806732,0.419548,-0.733154,-0.642321,-0.660808,-1.035424,0.898945,0.596785,0
0.610098,0.301598,-0.744368,-0.638193,-0.656107,-0.870241,0.945685,0.47966,0
0.352344,-0.782772,-0.54135,-0.483063,-0.650519,-0.926429,0.69823,0.283766,0
0.23553,-0.039231,-0.502411,-0.540967,-0.485805,-0.154082,-0.324206,-0.497958,0
-0.054394,-0.446628,-0.547234,-0.469214,-0.632101,-0.883863,0.40389,0.0536,0
0.656542,-0.020256,-0.745469,-0.585085,-0.594175,-0.642142,0.20013,-0.151793,0
