@relation HTRU_2-weka.filters.unsupervised.attribute.ClassAssigner-Clast-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1-weka.filters.unsupervised.attribute.Standardize

@attribute Profile_mean numeric
@attribute Profile_stdev numeric
@attribute Profile_skewness numeric
@attribute Profile_kurtosis numeric
@attribute DM_mean numeric
@attribute DM_stdev numeric
@attribute DM_skewness numeric
@attribute DM_kurtosis numeric
@attribute class {0,1}

@data
0.715251,0.349834,-0.789599,-0.606754,-0.490646,-0.051907,-0.263008,-0.475049,0
0.438999,0.248353,-0.742077,-0.628538,-0.600308,-0.598752,0.249538,-0.132317,0
-1.679335,-1.458913,2.009363,2.109509,0.553501,0.942155,-0.953176,-0.675892,1
1.385172,0.891883,-0.906527,-0.64265,-0.477372,-0.015991,-0.286602,-0.486908,0
-1.674912,-1.640714,2.330023,2.768685,1.309111,1.590649,-1.107408,-0.693939,1
-0.753268,0.394283,0.539739,-0.008422,-0.647876,-0.940835,0.97414,0.593597,1
-1.267772,-0.998515,1.332444,1.097223,0.322578,0.984432,-0.883212,-0.667168,1
-0.310742,-0.885568,0.137515,-0.060643,-0.209693,0.709318,-0.655999,-0.626728,1
-0.064045,-0.104915,-0.406547,-0.479471,-0.42474,0.161314,-0.381773,-0.527453,1
1.567933,1.169425,-1.009619,-0.642832,-0.649329,-0.895277,0.778066,0.364072,0
1.351596,-0.344797,-0.840453,-0.545663,-0.582596,-0.499473,0.087211,-0.255627,0
1.284041,1.667592,-0.887471,-0.69513,-0.678701,-1.199248,2.147603,2.745126,0
0.870869,1.300592,-0.781566,-0.65823,-0.185465,0.625173,-0.688893,-0.632973,0
-1.808414,0.529331,1.205233,0.5682,2.013319,0.768711,-1.127767,-0.687797,1
0.978836,0.597547,-0.884838,-0.644588,-0.555705,-0.476847,-0.047516,-0.333314,0
-2.025957,-1.401026,2.225982,2.443296,1.537351,0.600559,-1.009868,-0.67748,1
-2.021534,-1.237707,2.187672,2.327148,1.065075,0.309029,-0.912924,-0.659958,1
-1.940709,-1.200082,1.968707,1.955217,2.077914,0.969202,-1.093166,-0.690664,1
1.098465,0.494749,-0.845187,-0.664911,-0.456029,-0.126103,-0.422868,-0.538781,0
0.963355,1.03298,-0.871861,-0.662229,-0.667949,-1.058118,1.2032,0.934211,0
-1.093858,2.013224,0.198608,-0.36353,1.246251,0.599583,-0.930714,-0.672061,1
1.466399,1.453051,-0.919215,-0.682692,-0.657882,-1.149229,1.309898,1.517859,0
-2.023544,-1.358687,2.312034,2.588276,1.630673,1.132118,-1.108069,-0.692936,1
0.10806,-0.029038,-0.677579,-0.580581,-0.660364,-1.147155,1.256848,1.431007,1
0.892985,0.484375,-0.692803,-0.650809,-0.662845,-0.977653,1.103154,0.73018,0
-0.942663,-1.511999,0.799181,0.856235,1.185187,1.931804,-1.080308,-0.696231,1
0.261667,0.490716,-0.562839,-0.605116,-0.654029,-1.081279,1.117354,0.989951,0
0.473983,0.491862,-0.638554,-0.609865,-0.676482,-1.063148,1.962756,1.928749,0
0.517612,1.391845,-0.489929,-0.632528,-0.118732,0.900229,-0.69931,-0.63646,1
-1.579812,-0.572309,1.545468,1.165891,1.78171,1.414649,-1.186693,-0.693783,1
-1.660235,-1.502334,2.189706,2.582835,0.912565,1.199362,-1.009514,-0.683879,1
1.469415,0.574152,-0.883007,-0.635992,-0.398253,0.218542,-0.446392,-0.556323,0
-1.497982,-1.527599,1.796862,1.849852,2.786923,0.812254,-1.228035,-0.688178,1
1.366273,0.91466,-0.840202,-0.6378,-0.28966,0.48441,-0.578799,-0.602014,0
-1.506627,-0.188993,0.956285,0.42724,1.721412,1.694295,-1.212807,-0.698378,1
-1.304766,-0.563736,1.310708,0.868415,0.971774,1.592237,-1.017477,-0.688924,1
0.673029,1.022632,-0.605327,-0.6315,-0.681768,-1.066573,2.076547,1.930693,0
-0.376085,-1.055762,0.022891,-0.074952,-0.360367,0.223312,-0.555286,-0.595176,1
-0.650528,-0.490854,0.682844,0.189518,-0.032431,0.708934,-0.744252,-0.639391,1
-0.65093,-0.587705,0.284306,-0.008208,-0.25244,0.524244,-0.610142,-0.608726,1
-0.669025,3.753385,-0.321124,-0.671838,2.837659,1.044773,-1.278379,-0.696352,1
-0.879129,0.335076,0.588205,0.018819,-0.016454,0.801075,-0.756631,-0.643923,1
-1.54322,-2.005457,2.611027,3.525438,2.093387,1.928329,-1.226463,-0.698462,1
0.610098,0.301598,-0.744368,-0.638193,-0.656107,-0.870241,0.945685,0.47966,0
0.080917,0.208011,-0.598714,-0.556203,-0.494217,-0.054544,-0.264623,-0.479107,0
-2.022338,-1.439194,2.685896,3.339546,2.622995,1.103991,-1.225475,-0.696278,1
0.980445,1.35581,-0.850436,-0.655078,-0.426576,0.013862,-0.45023,-0.552654,0
1.11455,0.660706,-0.767325,-0.656744,-0.661473,-1.004549,1.092131,0.734573,0
0.686701,0.874214,-0.761497,-0.641702,-0.675413,-1.202703,2.121086,2.791302,0
0.632818,-0.131038,-0.737529,-0.578207,-0.640876,-0.954909,0.635691,0.301906,0
-0.195134,-0.97299,0.079381,-0.092855,-0.3246,0.401332,-0.502237,-0.573071,1
0.143043,0.411656,-0.328658,-0.47287,-0.494963,-0.085373,-0.228938,-0.455886,1
0.45629,0.075614,-0.573202,-0.541006,-0.667142,-1.075266,1.092107,0.85556,0
0.644881,0.410732,-0.829662,-0.633687,-0.668736,-1.093941,1.432338,1.34151,0
1.525711,-0.255325,-0.903048,-0.563669,-0.660868,-1.161581,1.359095,1.647873,0
1.903899,0.126569,-1.038334,-0.595988,-0.633997,-0.855911,0.659761,0.302662,0
0.982053,-0.593492,-0.601764,-0.53439,-0.624475,-0.714988,0.373904,-0.053186,0
-2.009269,-1.448423,2.320394,2.638495,1.673783,0.615379,-1.009242,-0.681522,1
-1.781271,-0.963301,1.838761,1.676355,2.238957,1.414563,-1.236759,-0.695504,1
0.384111,0.433721,-0.766176,-0.605358,-0.614328,-0.778611,0.336101,-0.015514,0
1.027693,0.82045,-0.787986,-0.645434,-0.684148,-1.169545,2.272383,2.565713,0
-1.761969,-1.472452,2.053785,2.191992,1.759035,1.384839,-1.175737,-0.693059,1
0.677653,-0.905961,-0.734888,-0.450304,-0.665084,-1.059925,1.28043,1.101739,0
0.634024,-0.227425,-0.70374,-0.56495,-0.626735,-0.853076,0.448026,0.101205,0
0.866446,0.68605,-0.793265,-0.643666,-0.489738,-0.091477,-0.271438,-0.476453,0
-0.631226,-0.82531,0.339721,0.098523,-0.466902,-0.051898,-0.256424,-0.459853,1
0.304894,0.259478,-0.64572,-0.581852,-0.624052,-0.693499,0.3793,-0.051249,0
0.874287,0.289269,-0.614135,-0.624564,-0.620864,-0.868805,0.251177,-0.070586,0
0.412661,-0.350405,-0.208657,-0.396638,-0.523488,-0.132128,-0.151056,-0.422251,1
1.238401,0.81139,-0.816321,-0.661743,-0.659052,-1.023015,0.8602,0.541573,0
-0.265102,-1.071225,0.179613,0.012991,-0.510396,-0.132138,-0.189507,-0.436086,1
-1.000768,-0.387808,0.770455,0.372955,-0.342514,0.175489,-0.494624,-0.56045,1
0.432967,0.276181,-0.701386,-0.589191,-0.609729,-0.669174,0.195268,-0.184204,0
-2.03802,-1.628782,2.828106,3.666651,3.274753,1.395222,-1.352313,-0.692537,1
-0.888378,-0.819678,0.487166,0.17358,0.239464,1.076341,-0.895436,-0.674176,1
1.353606,0.796692,-0.957899,-0.63954,-0.669119,-1.044025,1.374363,1.095441,0
-0.563671,-1.295293,0.886399,0.676818,0.109367,0.837442,-0.846568,-0.662856,1
-1.307179,-1.15015,1.300479,1.061394,0.02119,0.706291,-0.765724,-0.642687,1
0.713039,-0.099735,-0.790116,-0.568815,-0.641804,-0.915355,0.694179,0.334262,0
-0.795087,-0.560708,0.558035,0.159146,1.193861,1.21096,-1.089903,-0.689277,1
-0.541153,0.389669,0.312849,-0.13888,-0.211489,0.452233,-0.596926,-0.595954,1
1.365268,-0.240552,-1.076039,-0.578023,-0.651003,-1.077033,0.872366,0.733168,0
-0.34472,-0.883409,0.113002,0.018065,-0.567547,-0.34771,0.046206,-0.302467,1
-0.10305,-1.199286,0.017196,0.001184,-0.22684,0.485891,-0.65187,-0.619568,1
0.48665,0.848345,-0.551533,-0.622643,-0.676583,-1.079597,1.741826,1.593521,0
-1.301952,-1.486571,1.562521,1.540827,1.192873,1.512366,-1.020639,-0.687602,1
-1.345179,-1.226059,1.60086,1.57331,0.731167,1.410803,-0.992253,-0.686182,1
-2.006857,-1.367123,2.151066,2.317931,2.009163,1.128601,-1.139166,-0.695971,1
0.902837,0.131218,-0.703519,-0.580882,-0.642853,-0.818654,0.638088,0.190376,0
0.780192,1.193282,-0.780721,-0.670969,-0.68667,-1.179129,2.676698,3.219237,0
1.526917,0.774136,-0.833144,-0.64358,-0.650882,-0.893299,0.813609,0.381234,0
1.366273,0.094013,-0.806402,-0.595337,-0.634461,-0.887335,0.664863,0.294043,0
0.720881,1.079378,-0.843685,-0.680547,-0.673396,-1.133951,1.735109,1.778361,0
0.4201,-0.362471,-0.783546,-0.564247,-0.557803,-0.438902,-0.11906,-0.389968,0
1.135259,1.184744,-0.898386,-0.663544,-0.484413,-0.090888,-0.307012,-0.492292,0
0.311127,0.655001,-0.630827,-0.619283,-0.642732,-1.047652,0.710174,0.525077,0
0.832065,0.920179,-0.605064,-0.641718,-0.260207,0.521285,-0.641656,-0.621098,1
-1.674309,-0.428976,1.34311,0.897206,1.200458,0.490078,-0.895895,-0.667199,1
-0.036701,0.148268,-0.160406,-0.342393,-0.414593,0.194596,-0.40379,-0.536914,1
-0.52929,0.399869,-0.019821,-0.342098,-0.527503,-0.26437,-0.129136,-0.392366,1
-1.138693,-0.925551,1.1757,0.888505,-0.234305,0.420175,-0.598771,-0.599204,1
1.607541,-0.22868,-0.888758,-0.559899,-0.655401,-1.089748,1.038014,0.917702,0
0.570088,1.072094,-0.600099,-0.631453,-0.428048,0.013733,-0.469821,-0.56282,1
-1.736234,-1.497769,2.035117,2.297215,-0.221474,0.310575,-0.66032,-0.613048,1
-1.698637,-0.235236,1.351024,0.84943,2.239259,0.75189,-1.184439,-0.686743,1
-1.541008,-1.570269,2.235585,2.633369,1.919816,1.634023,-1.16716,-0.695685,1
1.370093,0.703997,-1.008674,-0.63719,-0.646021,-0.92818,0.999523,0.653179,0
-1.568352,-1.618288,2.106072,2.312066,1.630289,0.787171,-1.052009,-0.679502,1
-1.598108,-1.552093,2.009086,2.178157,0.094399,1.046247,-0.777885,-0.650958,1
-1.386596,-1.694755,1.861862,2.250264,-0.093475,0.849282,-0.714829,-0.638106,1
-0.23052,1.72989,-0.02098,-0.495351,1.908963,2.150193,-1.227393,-0.701923,1
1.279617,0.214201,-0.865754,-0.631099,-0.68903,-1.24282,3.214082,4.671788,0
-0.512603,0.192808,0.41478,-0.123567,-0.197226,0.550586,-0.663936,-0.621189,1
1.195174,0.079019,-0.873166,-0.58368,-0.638577,-0.796884,0.624731,0.195605,0
-1.547241,-0.904104,1.099296,0.744208,0.971411,0.966034,-1.067012,-0.68655,1
0.668606,0.33538,-0.566799,-0.578411,-0.626896,-0.816205,0.624465,0.236246,1
1.518875,0.4822,-0.907994,-0.626051,-0.517295,-0.275242,-0.213581,-0.442416,0
1.117566,0.559758,-0.745603,-0.642569,-0.675494,-1.139381,1.667127,1.719554,0
-0.386741,-0.664278,-0.416128,-0.395634,0.285338,1.567288,-0.916431,-0.684147,0
-1.958603,-1.461957,2.297729,2.598468,1.952033,1.259401,-1.19596,-0.694532,1
-1.97509,-0.998193,1.979787,1.926651,1.019403,0.664129,-0.964854,-0.673571,1
0.712637,0.157946,-0.897376,-0.631607,-0.507632,-0.206887,-0.251842,-0.463965,0
0.240556,-0.977706,-0.571035,-0.427768,-0.632908,-0.756131,0.509421,0.075645,0
-0.871288,-1.389594,0.877017,0.710285,0.290281,1.11404,-0.867425,-0.667614,1
0.169583,-0.025291,-0.223431,-0.45649,-0.606178,-0.576202,0.277491,-0.132626,1
0.02261,0.392746,-0.183531,-0.471312,-0.216814,0.561428,-0.638242,-0.616677,1
0.505348,0.055054,-0.78764,-0.607888,-0.646021,-0.871474,0.687804,0.262234,0
1.175068,1.352046,-0.947154,-0.666343,-0.601922,-0.579658,0.335178,-0.077977,0
-0.997149,-1.274599,0.970692,0.748381,0.85957,1.331228,-0.98109,-0.681848,1
0.586575,-0.326922,-0.745881,-0.552067,-0.687315,-1.153252,2.665816,3.032114,0
0.111277,-0.34227,-0.54263,-0.52889,-0.672347,-1.15513,1.646648,1.822218,0
1.489722,0.092207,-0.968914,-0.63133,-0.651487,-1.043987,0.991256,0.797694,0
0.941038,1.091509,-0.843803,-0.670996,-0.64245,-0.838076,0.755509,0.329295,0
0.620151,0.541722,-0.41296,-0.556521,0.322538,1.363769,-0.914927,-0.679586,1
-1.678933,-1.208705,2.095048,2.339421,-0.187422,0.346882,-0.649686,-0.607222,1
-1.686171,-0.851769,1.750381,1.589254,2.409017,1.100416,-1.208202,-0.691053,1
-1.977703,-1.291675,2.109015,2.201386,0.960194,1.027971,-1.056982,-0.685732,1
0.993514,0.482525,-0.785987,-0.656322,-0.557036,-0.245708,-0.001517,-0.338423,0
-0.794886,-0.582768,0.914817,0.432374,0.712083,1.276189,-0.971379,-0.681737,1
-2.069385,-1.453034,2.274187,2.573108,2.225259,0.875084,-1.15065,-0.695592,1
0.969387,1.130756,-0.803693,-0.649371,-0.670249,-1.177225,1.864098,2.255093,0
0.99472,0.413946,-0.725656,-0.62883,-0.647675,-0.994178,0.887331,0.61342,0
-0.301694,-0.946812,0.267077,0.081029,-0.19888,0.574346,-0.672407,-0.626299,1
0.278958,0.617939,-0.555446,-0.58365,-0.652617,-1.076102,1.155086,1.061747,0
1.231967,-0.345921,-0.841496,-0.598752,-0.636136,-0.999365,0.543574,0.304216,0
-0.265303,-0.642317,-0.407537,-0.416123,-0.659456,-0.915031,1.075919,0.658527,0
0.400396,-0.067252,-0.581506,-0.561661,-0.534604,-0.38226,-0.228717,-0.446724,0
-0.20961,2.051414,-0.139182,-0.553768,1.548689,1.286561,-1.072903,-0.693281,1
1.271977,0.073133,-0.847353,-0.625935,-0.602487,-0.613696,0.192591,-0.182655,0
-0.781818,-1.465199,0.416409,0.438292,-0.581648,-0.413669,0.089447,-0.276647,1
0.657347,0.887137,-0.675666,-0.653005,-0.643801,-0.95117,0.615119,0.301589,0
-1.83254,-0.086741,1.192828,0.624794,1.747899,0.961727,-1.142441,-0.690599,1
-0.04213,-0.25158,-0.066882,-0.333984,0.252315,1.371444,-0.8608,-0.671168,1
1.098465,0.690867,-0.949499,-0.651145,-0.647332,-0.875219,0.699808,0.261539,0
0.040505,-0.359756,-0.138001,-0.402753,0.337829,1.375868,-0.909936,-0.67808,1
-0.905065,-0.442282,0.577548,0.253999,-0.552457,-0.466918,0.008136,-0.290632,1
0.513792,-0.395184,-0.576126,-0.564046,-0.671277,-1.116104,1.382638,1.294264,0
1.487912,-0.526218,-0.987334,-0.508012,-0.652173,-1.064086,0.949098,0.76242,0
-0.822029,-1.152414,0.753054,0.530428,-0.512312,-0.265018,-0.168874,-0.409731,1
-1.063699,0.063225,0.687321,0.117089,0.426228,1.139156,-0.927706,-0.675973,1
-0.716273,-1.029178,0.771264,0.452591,1.103868,1.162841,-1.037832,-0.685148,1
-0.855404,-0.637903,0.664968,0.222561,0.092664,1.037116,-0.785023,-0.652059,1
-0.44163,-0.741187,0.227774,0.050282,-0.27917,0.366494,-0.608664,-0.605505,1
0.491475,-0.236702,-0.626042,-0.550483,-0.649006,-1.029494,0.664604,0.427067,0
1.11274,1.113745,-0.941557,-0.650196,-0.656632,-1.073274,0.993172,0.803779,0
1.039958,-0.396778,-0.753938,-0.533977,-0.562221,-0.301896,0.033061,-0.312337,1
0.836689,0.546615,-0.727995,-0.586492,-0.683886,-1.235261,2.71416,3.953322,0
-1.273603,-1.847413,1.660327,1.98473,0.844097,2.115144,-0.994293,-0.691324,1
0.413063,0.072701,-0.49641,-0.542992,-0.598049,-0.566319,0.154958,-0.216128,0
0.063425,1.981559,-0.265957,-0.597529,0.94569,1.797202,-1.047684,-0.693682,1
1.308972,0.502022,-0.880339,-0.635514,-0.631677,-0.941849,0.555677,0.271161,0
1.276602,2.034339,-0.93335,-0.697309,-0.671721,-1.128467,2.020284,2.318922,0
0.806732,0.419548,-0.733154,-0.642321,-0.660808,-1.035424,0.898945,0.596785,0
-0.059019,0.095948,-0.253887,-0.467194,-0.452781,-0.057851,-0.381202,-0.521997,1
-0.227102,4.921607,-0.30006,-0.688881,3.131603,1.51156,-1.469339,-0.685454,1
-0.118933,-0.599477,-0.575315,-0.476024,-0.51209,-0.329807,-0.330388,-0.49664,0
-0.044945,0.260073,-0.480327,-0.573004,-0.651266,-1.076822,0.88734,0.755989,0
-0.262689,-0.580216,0.030581,-0.190759,-0.371483,0.29689,-0.450049,-0.553685,1
-0.684908,0.943663,0.178175,-0.306635,-0.130372,0.637404,-0.705139,-0.632167,1
-1.296925,-1.543749,1.5958,1.789528,-0.144977,0.550124,-0.674427,-0.621108,1
-1.132461,-1.15349,1.383876,1.27055,-0.142214,0.492246,-0.675525,-0.619871,1
-0.475206,-1.333882,0.250523,0.116371,-0.419838,0.069835,-0.366089,-0.514057,1
-0.830272,-0.400927,0.427417,0.033779,0.699294,1.546256,-0.981666,-0.686174,1
1.531542,3.106991,-1.104545,-0.703107,2.106035,1.760005,-1.339654,-0.700084,0
0.819398,0.532025,-0.82827,-0.642987,-0.676785,-1.104485,1.823205,1.790983,0
-1.331909,-0.441977,1.436605,1.048568,-0.03697,0.886349,-0.790832,-0.658566,1
0.478406,0.493639,-0.397559,-0.566779,0.92939,2.004064,-1.064239,-0.698179,1
0.605675,-0.027886,-0.792552,-0.59505,-0.620522,-0.846783,0.362516,0.027564,0
0.251815,-0.118176,-0.530569,-0.53979,-0.636519,-0.830859,0.526025,0.125359,0
0.884943,0.376164,-0.737586,-0.602193,-0.675695,-1.086411,1.698358,1.590937,0
0.948276,-0.075898,-0.617431,-0.578776,-0.674586,-1.18343,1.860721,2.283867,0
-0.814188,-0.873563,0.271171,0.047461,0.081326,0.797048,-0.833139,-0.659128,1
-1.809218,-1.210609,1.989248,1.990536,1.569649,1.293227,-1.09663,-0.689134,1
-0.869881,-0.407495,0.464082,0.072174,-0.479248,-0.139784,-0.212872,-0.43133,1
0.850562,0.78373,-0.844749,-0.653456,-0.626674,-0.899431,0.338956,0.008527,0
0.731336,0.130583,-0.828865,-0.648659,-0.487499,-0.238635,-0.305019,-0.4792,0
1.142899,1.128497,-0.688286,-0.659089,-0.643398,-0.969369,0.669477,0.344667,0
0.594014,0.094926,-0.8117,-0.595931,-0.560304,-0.376729,0.001708,-0.323027,0
1.006783,0.82343,-0.842626,-0.655928,-0.660767,-1.04091,1.086407,0.819705,0
-1.79635,0.436257,1.031236,0.411312,1.611084,1.0767,-1.111065,-0.689405,1
0.663579,1.08747,-0.72417,-0.63505,-0.628712,-0.843999,0.296469,-0.059001,0
1.416135,0.435158,-0.951123,-0.657807,-0.616144,-0.744066,0.33896,-0.051831,0
-0.036098,-0.242263,-0.236608,-0.33213,-0.34205,0.334195,-0.547152,-0.591266,1
-0.525671,-0.943207,-0.183913,-0.214516,-0.676401,-1.196352,1.987813,2.566878,0
1.072931,0.30965,-0.911519,-0.628218,-0.626493,-0.910436,0.321415,0.004987,0
-0.953118,-1.216256,1.234164,1.063751,-0.143868,0.431367,-0.660926,-0.612042,1
0.65795,1.489787,-0.549577,-0.646794,-0.246247,0.645134,-0.616011,-0.614692,1
-0.747839,-0.649015,0.597885,0.255598,1.412015,0.84952,-1.054851,-0.680065,1
0.132186,-0.927051,-0.497611,-0.429097,-0.651306,-0.980401,0.754082,0.41119,0
0.131784,-1.325432,-0.404368,-0.281597,-0.657418,-0.945381,1.076541,0.700457,0
1.473838,0.792603,-0.963732,-0.650845,-0.644205,-0.91094,0.88479,0.551411,0
0.868858,-0.218296,-0.769017,-0.596212,-0.660727,-0.932886,1.056893,0.636267,0
0.922541,0.376745,-0.831464,-0.618241,-0.666194,-1.150595,1.546795,1.721375,0
0.572099,0.399118,-0.531365,-0.59161,-0.61683,-0.886115,0.241753,-0.052634,0
0.629802,0.126276,-0.736232,-0.611537,-0.653,-0.942565,0.99295,0.658684,0
0.545961,0.808701,-0.634266,-0.607071,-0.650075,-0.985678,0.710614,0.381764,0
-0.385736,-0.167365,-0.150826,-0.332807,-0.634905,-0.738821,0.647027,0.194302,1
-1.410924,-1.077944,1.502067,1.316916,0.072712,0.682996,-0.800607,-0.64878,1
0.16898,-0.296231,-0.182572,-0.343405,-0.035396,0.900055,-0.78519,-0.65681,1
1.440061,0.624977,-0.998722,-0.674205,-0.622559,-0.653381,0.652515,0.174583,0
0.494692,0.329486,-0.504323,-0.562407,-0.20229,0.45646,-0.701147,-0.633492,1
1.029503,1.00791,-0.908292,-0.660194,-0.689252,-1.223582,3.034955,4.096075,0
0.02442,-0.053036,-0.353533,-0.475447,-0.563936,-0.368304,0.006642,-0.323253,1
1.123396,0.664021,-0.848791,-0.636558,-0.624798,-0.6973,0.461152,0.031612,0
1.55788,0.332306,-0.927182,-0.614948,-0.380399,-0.077009,-0.513145,-0.561792,0
-0.71567,-0.734116,-0.009991,-0.159208,-0.517577,-0.205364,-0.217013,-0.448002,0
-1.655007,-1.462536,2.029863,2.130499,1.102355,1.271866,-1.044394,-0.686257,1
-0.171409,-0.400261,-0.404992,-0.473098,-0.653021,-0.896567,0.856628,0.418429,0
0.804721,-0.662341,-0.854742,-0.57617,-0.644608,-0.845113,0.743812,0.317186,0
-1.825704,-1.596585,2.818144,3.625344,2.009325,1.111771,-1.114605,-0.689961,1
0.29645,0.489033,-0.402027,-0.549089,-0.073241,0.844181,-0.746825,-0.646743,1
-1.957799,-0.715335,1.841112,1.613903,1.915862,1.083532,-1.132637,-0.693379,1
0.820002,0.646954,-0.763045,-0.644841,-0.616568,-0.812577,0.424547,0.06536,0
-1.584637,-0.544422,1.301542,0.826936,1.155794,1.098314,-1.081219,-0.68785,1
0.947673,0.5002,-0.856728,-0.663325,-0.605311,-0.79755,0.239193,-0.079417,0
0.475994,1.481316,-0.666729,-0.664581,-0.63777,-0.906123,0.557152,0.199079,0
0.520628,0.125676,-0.71597,-0.627614,-0.616184,-0.835564,0.22073,-0.103824,0
0.722891,0.797916,-0.699112,-0.647783,-0.629842,-0.873736,0.663282,0.298814,0
-0.810368,-1.534033,0.9048,0.77138,0.86187,1.719002,-1.019696,-0.690583,1
1.40749,1.143229,-1.02175,-0.633758,-0.660162,-1.035549,1.113655,0.841476,0
0.841113,0.508996,-0.691604,-0.633272,-0.601216,-0.833442,0.108316,-0.171813,0
0.281572,-0.694647,-0.633544,-0.464888,-0.625524,-0.83607,0.250585,-0.098546,0
-1.568553,-0.7616,1.351515,0.916889,1.485647,1.045757,-1.14089,-0.690353,1
